chroma_energy,mfcc,chroma_stft,zero_crossing_rate,spectral_centroid,spectral_rolloff,genre
0.278,-7.03,0.261,0.078,2654.525,6268.315,country
0.279,-7.622,0.276,0.08,2707.054,6268.315,country
0.279,-7.561,0.263,0.079,2696.114,6205.869,country
0.277,-7.622,0.258,0.082,2688.913,6111.123,country
0.265,-8.539,0.25,0.085,2716.252,6182.183,country
0.268,-1.055,0.268,0.063,1699.717,2988.809,country
0.275,-0.515,0.272,0.063,1593.865,2706.724,country
0.28,-0.378,0.272,0.063,1612.776,2717.49,country
0.279,0.13,0.294,0.062,1589.326,2730.41,country
0.276,0.325,0.314,0.061,1554.402,2648.584,country
0.276,0.969,0.329,0.06,1568.331,2676.577,country
0.272,1.102,0.336,0.059,1521.613,2583.984,country
0.27,1.568,0.352,0.056,1538.786,2594.751,country
0.27,2.151,0.36,0.054,1517.097,2536.611,country
0.269,2.308,0.357,0.053,1529.822,2586.138,country
0.271,-0.189,0.373,0.08,2495.841,5751.519,country
0.282,0.042,0.355,0.082,2579.093,6016.377,country
0.281,-0.021,0.345,0.085,2628.609,6093.896,country
0.281,0.295,0.316,0.085,2690.527,6283.389,country
0.282,0.544,0.308,0.085,2746.913,6479.341,country
0.28,0.833,0.309,0.086,2802.633,6627.92,country
0.274,1.232,0.37,0.088,2819.586,6642.993,country
0.268,1.397,0.369,0.088,2813.395,6602.08,country
0.273,1.486,0.379,0.085,2777.729,6548.247,country
0.275,1.954,0.423,0.084,2758.515,6436.274,country
0.247,-1.33,0.542,0.024,1426.755,3212.754,country
0.248,-1.267,0.561,0.025,1532.967,3589.585,country
0.242,-1.157,0.554,0.025,1553.605,3578.818,country
0.236,-1.226,0.541,0.027,1379.272,3044.795,country
0.237,-1.308,0.557,0.025,1428.228,3242.9,country
0.23,-1.469,0.537,0.025,1370.095,3006.035,country
0.247,-1.384,0.513,0.026,1381.074,3107.241,country
0.254,-1.062,0.548,0.027,1466.211,3232.134,country
0.228,-0.984,0.491,0.029,1497.643,3262.28,country
0.252,-0.847,0.505,0.029,1673.762,3736.011,country
0.266,1.561,0.596,0.036,1787.531,4521.973,country
0.273,1.582,0.594,0.035,1769.878,4418.613,country
0.274,1.91,0.574,0.038,1804.195,4481.06,country
0.267,1.727,0.599,0.038,1938.812,4920.337,country
0.26,1.668,0.632,0.043,2052.827,5223.955,country
0.265,1.457,0.625,0.045,2237.277,5583.56,country
0.275,1.156,0.603,0.052,2309.017,5783.818,country
0.271,1.314,0.598,0.057,2462.847,6027.144,country
0.263,1.108,0.592,0.067,2590.184,6236.016,country
0.255,0.669,0.594,0.071,2644.73,6326.455,country
0.249,-7.596,0.483,0.038,1596.117,3615.425,country
0.253,-7.732,0.506,0.04,1655.013,3680.024,country
0.249,-7.853,0.488,0.04,1514.7,3376.406,country
0.254,-7.23,0.495,0.042,1517.977,3320.42,country
0.275,-5.784,0.491,0.043,1386.405,3023.262,country
0.269,-7.265,0.449,0.042,1423.835,3234.287,country
0.276,-5.221,0.448,0.042,1482.461,3415.166,country
0.269,-6.093,0.473,0.042,1563.132,3432.393,country
0.267,-4.957,0.46,0.043,1582.324,3591.738,country
0.256,-5.557,0.445,0.039,1437.34,3301.04,country
0.252,-2.768,0.413,0.031,1385.6,2885.449,country
0.262,-2.51,0.423,0.032,1359.148,2790.703,country
0.259,-2.722,0.435,0.033,1454.487,3051.255,country
0.262,-2.764,0.431,0.033,1420.902,2913.442,country
0.266,-3.573,0.394,0.034,1357.942,2665.811,country
0.258,-3.768,0.443,0.035,1373.876,2708.877,country
0.247,-4.125,0.385,0.035,1374.584,2715.337,country
0.254,-4.452,0.388,0.035,1268.729,2403.105,country
0.255,-4.693,0.464,0.034,1253.183,2334.199,country
0.265,-4.14,0.479,0.035,1246.524,2230.84,country
0.264,-4.084,0.424,0.068,2670.348,6089.59,country
0.258,-4.51,0.406,0.07,2695.934,6132.656,country
0.252,-3.662,0.415,0.072,2746.018,6143.423,country
0.263,-4.356,0.374,0.073,2659.263,6018.53,country
0.252,-4.034,0.397,0.074,2655.532,5956.084,country
0.231,-4.162,0.397,0.073,2565.241,5841.958,country
0.235,-4.616,0.368,0.072,2487.22,5809.658,country
0.216,-5.05,0.363,0.07,2419.013,5745.059,country
0.226,-4.71,0.383,0.067,2368.332,5691.226,country
0.217,-5.238,0.378,0.066,2319.714,5598.633,country
0.228,-0.069,0.292,0.074,1755.772,3357.026,country
0.227,0.945,0.283,0.075,1776.471,3406.553,country
0.219,0.337,0.269,0.074,1848.216,3428.086,country
0.222,0.073,0.263,0.074,1831.326,3443.159,country
0.21,-0.119,0.249,0.074,1799.046,3441.006,country
0.22,-0.709,0.252,0.075,1889.63,3468.999,country
0.214,-0.656,0.259,0.072,1828.658,3460.386,country
0.214,-1.179,0.236,0.071,1763.845,3406.553,country
0.218,-0.568,0.232,0.07,1844.65,3462.539,country
0.227,-0.812,0.236,0.07,1791.307,3417.319,country
0.244,0.2,0.568,0.029,2355.043,4528.433,country
0.263,1.002,0.552,0.03,2464.334,4407.847,country
0.269,1.344,0.609,0.032,2642.086,4862.197,country
0.262,0.967,0.564,0.038,2444.277,4170.981,country
0.262,1.444,0.559,0.046,2630.655,5124.902,country
0.26,1.235,0.536,0.049,2822.343,5378.994,country
0.243,1.133,0.552,0.053,2974.886,5691.226,country
0.23,0.734,0.566,0.054,2892.977,5424.214,country
0.232,0.661,0.588,0.057,2958.663,5945.317,country
0.224,1.084,0.61,0.062,3057.966,6024.99,country
0.225,-7.533,0.141,0.033,1608.635,2906.982,country
0.224,-9.587,0.141,0.033,1603.113,2870.376,country
0.222,-9.71,0.142,0.033,1587.1,2775.63,country
0.225,-10.418,0.143,0.033,1489.103,2627.051,country
0.236,-8.326,0.145,0.033,1421.845,2581.831,country
0.234,-9.067,0.144,0.033,1375.218,2551.685,country
0.234,-8.202,0.144,0.033,1317.889,2523.691,country
0.222,-10.146,0.145,0.033,1455.326,2639.971,country
0.232,-8.529,0.147,0.033,1430.778,2590.444,country
0.227,-10.421,0.148,0.033,1492.675,2644.277,country
0.263,-4.984,0.45,0.031,1624.665,3565.898,country
0.271,-5.587,0.416,0.027,1449.523,2926.362,country
0.257,-4.204,0.452,0.026,1429.053,3027.568,country
0.254,-5.425,0.368,0.026,1377.797,2937.129,country
0.245,-5.722,0.343,0.026,1316.226,2803.623,country
0.249,-5.92,0.342,0.026,1212.297,2551.685,country
0.25,-4.988,0.378,0.025,1142.368,2252.373,country
0.238,-6.388,0.377,0.024,1190.268,2398.799,country
0.244,-6.127,0.433,0.023,1097.218,2258.833,country
0.23,-6.48,0.409,0.023,1239.611,2704.57,country
0.23,-3.415,0.468,0.005,1042.286,1720.503,country
0.234,-3.65,0.48,0.005,1051.244,1746.343,country
0.243,-3.913,0.489,0.005,1004.496,1537.471,country
0.222,-4.09,0.49,0.006,793.337,663.223,country
0.235,-3.362,0.487,0.005,985.053,1459.951,country
0.227,-3.485,0.484,0.005,1047.888,1722.656,country
0.239,-3.939,0.491,0.005,1082.294,1871.235,country
0.233,-4.718,0.501,0.006,766.476,490.957,country
0.228,-3.574,0.504,0.005,948.268,1309.219,country
0.216,-3.701,0.492,0.005,971.06,1408.271,country
0.253,-8.74,0.464,0.031,1335.867,2571.064,country
0.247,-10.008,0.489,0.032,1291.466,2553.838,country
0.244,-9.54,0.479,0.032,1395.301,2840.229,country
0.244,-9.261,0.453,0.033,1270.807,2586.138,country
0.237,-9.784,0.488,0.034,1277.586,2627.051,country
0.235,-9.422,0.435,0.034,1272.503,2594.751,country
0.225,-8.871,0.467,0.036,1435.896,2954.355,country
0.213,-10.602,0.441,0.041,1495.767,3105.088,country
0.225,-10.389,0.444,0.047,1666.815,3503.452,country
0.219,-9.839,0.44,0.052,1771.835,3807.07,country
0.257,-8.485,0.483,0.02,1300.926,2715.337,country
0.247,-7.664,0.458,0.019,1319.088,2713.184,country
0.241,-7.251,0.532,0.018,1370.082,2932.822,country
0.245,-9.01,0.561,0.018,1238.691,2536.611,country
0.238,-7.893,0.559,0.019,1265.841,2618.438,country
0.235,-7.223,0.543,0.019,1268.093,2594.751,country
0.234,-7.456,0.515,0.018,1219.431,2461.245,country
0.235,-8.112,0.484,0.018,1252.681,2480.625,country
0.219,-7.999,0.46,0.019,1234.114,2392.339,country
0.234,-6.84,0.451,0.018,1111.547,2043.501,country
0.207,2.029,0.434,0.022,959.076,1711.89,country
0.227,1.837,0.424,0.023,699.154,1244.619,country
0.234,1.764,0.421,0.024,759.447,1294.146,country
0.232,1.918,0.427,0.023,703.758,1246.772,country
0.24,1.957,0.449,0.023,793.472,1317.832,country
0.217,1.97,0.425,0.024,741.937,1263.999,country
0.242,2.259,0.398,0.023,959.076,1705.43,country
0.242,1.643,0.381,0.024,771.195,1261.846,country
0.239,1.956,0.373,0.024,877.331,1444.878,country
0.229,2.122,0.354,0.024,939.461,1423.345,country
0.25,-3.002,0.283,0.038,1488.626,2887.603,country
0.263,-1.889,0.265,0.037,1486.245,2883.296,country
0.26,-1.043,0.246,0.038,1521.282,2913.442,country
0.246,-1.897,0.236,0.041,1554.32,2937.129,country
0.234,-2.258,0.249,0.045,1702.355,3137.388,country
0.245,-2.854,0.257,0.048,1618.089,2975.889,country
0.26,-2.419,0.271,0.053,1674.375,3010.342,country
0.265,-0.578,0.294,0.054,1807.45,3245.054,country
0.258,-2.044,0.315,0.059,1797.67,3223.521,country
0.26,-2.352,0.318,0.063,1754.52,3137.388,country
0.245,1.07,0.333,0.07,1708.062,3462.539,country
0.235,0.9,0.293,0.068,1749.171,3479.766,country
0.237,0.325,0.287,0.067,1701.775,3462.539,country
0.236,0.39,0.286,0.068,1693.702,3438.853,country
0.231,0.735,0.289,0.068,1714.545,3451.772,country
0.237,0.818,0.292,0.067,1698.03,3441.006,country
0.242,0.55,0.313,0.068,1749.914,3456.079,country
0.244,0.684,0.332,0.068,1722.39,3441.006,country
0.253,0.528,0.357,0.067,1821.799,3490.532,country
0.244,0.638,0.364,0.068,1760.391,3443.159,country
0.252,-4.857,0.336,0.034,1142.88,1959.521,country
0.254,-4.829,0.348,0.034,1146.3,1991.821,country
0.258,-4.424,0.355,0.036,1132.092,1974.595,country
0.236,-3.902,0.342,0.036,1290.254,2192.08,country
0.234,-4.139,0.341,0.034,1078.37,1925.068,country
0.227,-4.675,0.346,0.035,1125.535,1894.922,country
0.222,-4.382,0.304,0.037,1099.453,1884.155,country
0.216,-4.004,0.309,0.037,1186.197,1968.135,country
0.215,-3.729,0.283,0.037,1130.403,1907.842,country
0.22,-3.014,0.277,0.037,1201.999,2075.801,country
0.22,-5.081,0.174,0.033,1120.567,1968.135,country
0.237,-5.29,0.174,0.033,1046.632,1798.022,country
0.228,-5.525,0.167,0.034,1221.946,2183.467,country
0.23,-5.332,0.165,0.035,1170.096,2086.567,country
0.228,-5.72,0.156,0.035,1143.171,2060.728,country
0.229,-5.946,0.146,0.035,1201.702,2144.707,country
0.224,-5.897,0.14,0.036,1103.563,2028.428,country
0.219,-4.863,0.138,0.036,1160.933,2080.107,country
0.228,-4.283,0.136,0.037,1193.453,2155.474,country
0.252,-4.87,0.137,0.037,1233.554,2306.206,country
0.254,1.201,0.373,0.089,3402.898,6705.439,country
0.252,1.479,0.4,0.096,3606.941,7000.444,country
0.247,1.086,0.398,0.098,3678.439,7271.763,country
0.25,1.209,0.445,0.101,3842.909,7517.241,country
0.247,1.186,0.447,0.102,3994.838,7691.66,country
0.233,1.297,0.462,0.105,4163.522,8154.624,country
0.218,1.107,0.436,0.107,4380.787,8488.389,country
0.208,1.266,0.416,0.112,4537.17,8570.215,country
0.214,1.077,0.42,0.112,4624.817,8578.828,country
0.202,1.39,0.427,0.117,4711.238,8598.208,country
0.206,-8.186,0.418,0.049,1820.658,4446.606,country
0.21,-8.238,0.419,0.05,1852.956,4534.893,country
0.219,-8.671,0.463,0.052,1825.626,4597.339,country
0.222,-7.952,0.446,0.051,1895.808,4646.865,country
0.212,-8.602,0.442,0.048,1794.988,4530.586,country
0.21,-7.694,0.464,0.046,1787.366,4524.126,country
0.221,-7.524,0.404,0.047,1756.08,4457.373,country
0.217,-8.241,0.436,0.049,1792.278,4476.753,country
0.21,-9.437,0.434,0.04,1652.922,4089.155,country
0.194,-8.602,0.443,0.038,1618.712,4037.476,country
0.23,-7.706,0.454,0.075,2223.903,4713.618,country
0.239,-8.74,0.427,0.075,2250.787,4808.364,country
0.25,-6.83,0.492,0.072,2048.898,4360.474,country
0.244,-6.706,0.469,0.073,2022.467,4160.215,country
0.255,-8.407,0.449,0.075,2052.86,4336.787,country
0.27,-5.985,0.411,0.075,2201.699,4636.099,country
0.284,-2.922,0.411,0.073,2313.978,5077.529,country
0.285,-2.014,0.373,0.075,2422.827,5303.628,country
0.283,-1.866,0.381,0.074,2470.269,5465.127,country
0.284,-0.487,0.377,0.071,2477.008,5570.64,country
0.26,-10.301,0.382,0.075,2411.064,4989.243,country
0.252,-9.326,0.377,0.074,2332.806,4735.151,country
0.248,-8.961,0.377,0.073,2313.302,4621.025,country
0.273,-6.373,0.398,0.069,2272.927,4621.025,country
0.279,-4.823,0.438,0.063,2204.769,4597.339,country
0.277,-3.924,0.497,0.059,2175.183,4547.812,country
0.277,-3.577,0.504,0.052,2052.629,4291.567,country
0.278,-2.355,0.508,0.048,2012.461,4186.055,country
0.275,-1.88,0.509,0.044,1912.18,3947.036,country
0.277,-1.375,0.525,0.038,1861.655,3841.523,country
0.251,2.665,0.287,0.078,2002.233,3684.331,country
0.245,2.478,0.288,0.075,2029.938,3714.478,country
0.245,2.632,0.293,0.075,1983.153,3643.418,country
0.242,2.914,0.301,0.076,2022.137,3742.471,country
0.234,2.306,0.281,0.076,2036.446,3751.084,country
0.235,2.66,0.278,0.071,1992.779,3652.031,country
0.238,2.036,0.268,0.07,1984.974,3639.111,country
0.244,2.112,0.253,0.073,2021.006,3720.938,country
0.248,1.687,0.251,0.071,2024.684,3729.551,country
0.232,2.0,0.272,0.064,2033.385,3830.757,country
0.234,-16.354,0.394,0.063,1991.696,4642.559,country
0.239,-14.995,0.388,0.064,1896.791,4476.753,country
0.236,-15.82,0.391,0.067,1938.295,4461.68,country
0.224,-16.17,0.404,0.067,1981.116,4502.593,country
0.234,-15.167,0.402,0.064,2149.021,4816.978,country
0.245,-15.376,0.444,0.067,2377.534,4780.371,country
0.24,-14.995,0.468,0.075,2481.197,4885.884,country
0.254,-14.701,0.477,0.078,2576.719,5021.543,country
0.27,-14.628,0.51,0.08,2548.042,4993.55,country
0.283,-15.157,0.561,0.077,2499.069,4995.703,country
0.242,-2.919,0.286,0.03,1172.099,1996.128,country
0.229,-2.738,0.298,0.03,1299.245,2377.266,country
0.241,-2.998,0.296,0.03,1160.09,1933.682,country
0.225,-3.547,0.348,0.03,1235.867,2131.787,country
0.22,-2.988,0.295,0.029,1207.0,2054.268,country
0.234,-3.348,0.306,0.029,1311.595,2383.726,country
0.233,-2.228,0.313,0.028,1272.061,2228.687,country
0.241,-2.187,0.343,0.028,1276.56,2301.899,country
0.237,-2.194,0.342,0.028,1132.561,1897.075,country
0.24,-2.439,0.339,0.028,1169.904,2002.588,country
0.234,-2.187,0.549,0.078,2747.424,6373.828,country
0.247,-1.915,0.564,0.077,2699.857,6304.922,country
0.248,-1.894,0.565,0.08,2689.163,6276.929,country
0.259,-3.107,0.604,0.077,2704.429,6255.396,country
0.256,-3.121,0.593,0.074,2643.949,6136.963,country
0.244,-3.725,0.596,0.074,2597.425,6050.83,country
0.245,-2.887,0.561,0.076,2590.471,6016.377,country
0.228,-3.764,0.537,0.072,2535.013,5943.164,country
0.245,-4.421,0.557,0.071,2541.446,5936.704,country
0.216,-3.852,0.549,0.066,2485.368,5882.871,country
0.262,-4.578,0.689,0.199,4329.123,7891.919,country
0.258,-5.696,0.667,0.213,4427.257,8040.498,country
0.274,-5.726,0.648,0.229,4603.483,8158.931,country
0.279,-6.701,0.67,0.244,4741.967,8318.276,country
0.274,-6.784,0.658,0.259,4871.877,8509.922,country
0.271,-6.526,0.667,0.277,5016.241,8699.414,country
0.272,-7.322,0.666,0.288,5150.895,8854.453,country
0.275,-6.232,0.639,0.309,5364.652,9043.945,country
0.274,-7.331,0.659,0.324,5509.271,9194.678,country
0.268,-8.495,0.604,0.345,5713.719,9347.563,country
0.195,-15.133,0.249,0.068,2944.518,6871.245,country
0.199,-13.602,0.24,0.06,2783.781,6507.334,country
0.205,-13.428,0.237,0.052,2707.065,6302.769,country
0.206,-15.59,0.236,0.049,2697.825,6216.636,country
0.211,-14.591,0.235,0.045,2650.771,6050.83,country
0.209,-14.615,0.237,0.04,2589.298,5863.491,country
0.206,-15.049,0.253,0.036,2556.626,5751.519,country
0.196,-15.191,0.258,0.037,2521.152,5639.546,country
0.2,-15.416,0.256,0.033,2483.058,5570.64,country
0.203,-14.399,0.272,0.032,2441.243,5475.894,country
0.252,2.459,0.54,0.077,3033.202,6543.94,country
0.253,1.515,0.547,0.085,3190.75,6847.559,country
0.253,2.823,0.503,0.09,3271.131,7183.477,country
0.259,1.614,0.524,0.09,3414.143,7491.401,country
0.268,2.002,0.5,0.1,3561.543,7715.347,country
0.236,2.505,0.51,0.105,3661.732,8055.571,country
0.252,2.567,0.533,0.109,3777.033,8352.729,country
0.245,2.064,0.515,0.108,3845.566,8423.789,country
0.241,2.521,0.49,0.11,3918.631,8578.828,country
0.242,2.362,0.503,0.115,3994.55,8673.574,country
0.269,-0.346,0.58,0.044,2222.68,5381.147,country
0.243,-0.933,0.559,0.044,2293.276,5510.347,country
0.262,-0.075,0.546,0.044,2234.203,5351.001,country
0.258,-0.237,0.545,0.044,2211.784,5316.548,country
0.26,0.079,0.506,0.041,2217.925,5366.074,country
0.25,-1.221,0.511,0.04,2212.79,5314.395,country
0.254,-1.984,0.511,0.041,2203.094,5260.562,country
0.251,-1.663,0.479,0.037,2141.446,5139.976,country
0.258,-0.984,0.477,0.037,2097.035,5017.236,country
0.253,-1.086,0.468,0.038,2136.391,5122.749,country
0.268,-3.98,0.38,0.085,2424.138,5202.422,country
0.269,-4.208,0.364,0.085,2452.061,5277.788,country
0.273,-4.438,0.352,0.082,2386.706,5120.596,country
0.267,-4.094,0.334,0.078,2400.067,5170.122,country
0.257,-4.748,0.322,0.08,2475.414,5413.447,country
0.259,-5.306,0.316,0.079,2533.657,5542.646,country
0.266,-4.758,0.305,0.078,2522.497,5557.72,country
0.263,-4.697,0.3,0.078,2504.927,5499.58,country
0.26,-4.969,0.293,0.08,2510.778,5514.653,country
0.258,-4.368,0.292,0.078,2446.589,5353.154,country
0.215,-3.678,0.224,0.08,1963.619,3326.88,country
0.203,-2.922,0.22,0.082,1966.825,3301.04,country
0.218,-3.487,0.217,0.084,1959.008,3180.454,country
0.218,-3.799,0.215,0.085,1948.336,3191.221,country
0.212,-3.788,0.212,0.086,1968.072,3227.827,country
0.207,-3.523,0.214,0.086,1954.087,3169.688,country
0.214,-4.22,0.216,0.086,1959.616,3223.521,country
0.217,-4.025,0.22,0.088,1950.971,3197.681,country
0.21,-3.876,0.224,0.086,1903.197,3107.241,country
0.222,-3.598,0.234,0.085,1903.31,3143.848,country
0.279,-1.203,0.434,0.058,2731.691,5542.646,country
0.282,-1.06,0.525,0.066,2781.958,5695.532,country
0.285,-0.915,0.534,0.07,2796.345,5807.505,country
0.283,-1.062,0.53,0.08,2876.114,5813.965,country
0.278,-1.417,0.592,0.091,3032.443,5928.091,country
0.287,-1.293,0.678,0.102,3116.173,6124.043,country
0.282,-1.425,0.659,0.11,3235.39,6457.808,country
0.28,-1.874,0.662,0.122,3402.649,6757.119,country
0.276,-2.008,0.67,0.132,3499.214,6935.845,country
0.283,-2.122,0.632,0.139,3627.409,7306.216,country
0.24,-4.432,0.356,0.054,1612.57,3234.287,country
0.235,-5.768,0.349,0.057,1621.941,3214.907,country
0.244,-4.545,0.371,0.056,1602.931,3169.688,country
0.246,-4.892,0.392,0.053,1685.681,3275.2,country
0.24,-4.287,0.402,0.055,1647.508,3156.768,country
0.237,-4.765,0.411,0.056,1827.823,3494.839,country
0.245,-3.905,0.4,0.058,1738.61,3365.64,country
0.265,-3.636,0.409,0.057,1738.034,3367.793,country
0.258,-4.252,0.433,0.06,1815.14,3516.372,country
0.231,-2.397,0.417,0.06,1853.026,3578.818,country
0.239,-6.244,0.352,0.045,1388.778,2829.463,country
0.225,-6.355,0.333,0.047,1550.186,3238.594,country
0.224,-6.477,0.327,0.048,1738.879,3600.352,country
0.242,-6.69,0.327,0.048,1601.713,3229.98,country
0.248,-7.054,0.304,0.048,1646.549,3318.267,country
0.242,-5.893,0.288,0.051,1794.231,3680.024,country
0.266,-4.447,0.303,0.05,1710.361,3559.438,country
0.274,-4.121,0.322,0.051,1656.861,3462.539,country
0.276,-4.336,0.339,0.049,1632.406,3413.013,country
0.276,-4.174,0.367,0.051,1716.004,3600.352,country
0.243,-0.588,0.229,0.046,2223.654,5652.466,country
0.247,-0.814,0.232,0.045,2263.933,5966.851,country
0.245,-0.586,0.236,0.047,2302.692,6035.757,country
0.254,-0.278,0.23,0.048,2308.459,5818.271,country
0.247,0.225,0.272,0.05,2263.578,5432.827,country
0.254,-0.073,0.242,0.05,2322.671,5990.537,country
0.245,-0.247,0.251,0.05,2365.419,6065.903,country
0.245,-0.011,0.267,0.052,2332.48,5941.011,country
0.246,0.303,0.256,0.054,2384.772,6391.055,country
0.245,0.323,0.26,0.054,2378.079,5841.958,country
0.213,-0.67,0.191,0.046,1522.968,2863.916,country
0.204,-0.73,0.2,0.045,1657.7,3236.44,country
0.21,-0.652,0.209,0.045,1514.416,2850.996,country
0.217,-0.991,0.213,0.045,1556.867,2922.056,country
0.217,-0.913,0.227,0.046,1531.245,2866.069,country
0.218,-1.191,0.225,0.046,1490.885,2790.703,country
0.223,-1.039,0.238,0.047,1449.558,2708.877,country
0.225,-1.114,0.245,0.046,1439.566,2704.57,country
0.22,-1.465,0.227,0.048,1457.3,2736.87,country
0.22,-1.123,0.219,0.046,1442.324,2708.877,country
0.226,2.154,0.418,0.043,1341.39,3072.788,country
0.224,2.055,0.412,0.042,1319.491,2896.216,country
0.233,1.775,0.368,0.041,1348.283,3001.729,country
0.244,1.94,0.418,0.04,1403.515,3064.175,country
0.236,1.805,0.39,0.039,1375.599,3085.708,country
0.243,2.027,0.397,0.038,1434.291,3122.314,country
